As Of Date,Currency,Universe Name,Classification,,,,,,
SYNH 9 10/01/30,STAR PARENT INC,-14.14650848,106.0306992,7.541776188,6.78061117,1.766392129,247.0698553,Corporate,0.195510949
T 0 ½ 04/30/27,US TREASURY N/B,1749.040839,95.11328125,3.59749028,3.59749028,1.602736517,-0.877139052,Treasury,0.033620568
T 0 ½ 05/31/27,US TREASURY N/B,3510.921517,94.890625,3.5870857,3.5870857,1.686762148,-0.813355308,Treasury,0.036693222
T 0 ½ 06/30/27,US TREASURY N/B,2963.394374,94.671875,3.575208634,3.575208634,1.766213732,-0.335977941,Treasury,0.039911509
T 0 ½ 08/31/27,US TREASURY N/B,4169.210289,94.23046875,3.554761388,3.554761388,1.928737442,0.05839689,Treasury,0.046831771
T 0 ½ 10/31/27,US TREASURY N/B,3234.769452,93.7734375,3.5489455,3.5489455,2.086678773,0.438724606,Treasury,0.054067381
T 0 ¾ 01/31/28,US TREASURY N/B,4035.475747,93.6796875,3.5322763,3.5322763,2.327404814,-0.435704276,Treasury,0.065916872
T 0 ¾ 05/31/26,US TREASURY N/B,152.3067655,97.82421875,3.8359334,3.8359334,0.71126179,-0.102262193,Treasury,0.008454673
T 0 ¾ 08/31/26,US TREASURY N/B,59.10100357,97.15625,3.755438234,3.755438234,0.954013531,-0.918853957,Treasury,0.013758607
T 0 ⅜ 07/31/27,US TREASURY N/B,3532.677617,94.234375,3.558523806,3.558523806,1.849422264,-0.674686759,Treasury,0.043372727
T 0 ⅜ 09/30/27,US TREASURY N/B,3312.170712,93.765625,3.547965217,3.547965217,2.006686868,0.088317007,Treasury,0.050381968
T 0 ⅝ 03/31/27,US TREASURY N/B,578.3964449,95.52734375,3.609122223,3.609122223,1.519578846,-1.813053473,Treasury,0.030593055
T 0 ⅝ 07/31/26,US TREASURY N/B,121.4339467,97.26953125,3.7780347,3.7780347,0.874904391,-0.647433871,Treasury,0.011858439
T 0 ⅝ 11/30/27,US TREASURY N/B,3329.506194,93.84375,3.530605116,3.530605116,2.164222147,-0.932616356,Treasury,0.057832402
T 0 ⅝ 12/31/27,US TREASURY N/B,3671.080125,93.6171875,3.533276438,3.533276438,2.247352273,-0.578770171,Treasury,0.061834367
T 0 ⅞ 06/30/26,US TREASURY N/B,91.68298734,97.6953125,3.810374561,3.810374561,0.791507678,0.322843958,Treasury,0.010068639
T 0 ⅞ 09/30/26,US TREASURY N/B,4516.732302,97.06640625,3.73729259,3.73729259,1.028972504,-0.399800946,Treasury,0.015685799
T 1 07/31/28,US TREASURY N/B,3835.557365,93.1328125,3.520863,3.520863,2.796756825,0.266188646,Treasury,0.092866085
T 1 ¼ 03/31/28,US TREASURY N/B,3803.24383,94.4921875,3.523181965,3.523181965,2.460279634,-0.536221397,Treasury,0.073609305
T 1 ¼ 04/30/28,US TREASURY N/B,5932.823577,94.3359375,3.516108026,3.516108026,2.540895247,-0.735190341,Treasury,0.078151963
T 1 ¼ 05/15/50,US TREASURY N/B,-423.0860813,49.015625,4.796162271,4.796162271,19.57527765,-5.678964514,Treasury,4.269193934
T 1 ¼ 05/31/28,US TREASURY N/B,3933.409992,94.1484375,3.5233533,3.5233533,2.623956011,-0.0328954,Treasury,0.082750511
T 1 ¼ 06/30/28,US TREASURY N/B,4868.306842,93.9921875,3.518018266,3.518018266,2.704538391,-0.211237787,Treasury,0.087509885
T 1 ¼ 11/30/26,US TREASURY N/B,4659.971584,97.0859375,3.711363609,3.711363609,1.191653194,0.764368742,Treasury,0.020070869
T 1 ¼ 12/31/26,US TREASURY N/B,4439.622936,96.91796875,3.690878532,3.690878532,1.275697415,0.146904562,Treasury,0.022481924
T 1 ½ 01/31/27,US TREASURY N/B,3366.969497,97.0859375,3.670838469,3.670838469,1.357885947,-0.161709149,Treasury,0.025020937
T 1 ½ 08/15/26,US TREASURY N/B,83.71157302,97.94921875,3.765292392,3.765292392,0.911887476,-0.910383594,Treasury,0.012729832
T 1 ¾ 12/31/26,US TREASURY N/B,1794.515413,97.55859375,3.682731689,3.682731689,1.272125861,-0.704617732,Treasury,0.022402751
T 1 ⅛ 02/28/27,US TREASURY N/B,448.0579594,96.42578125,3.6399825,3.6399825,1.436510685,0.094210747,Treasury,0.027796714
T 1 ⅛ 02/29/28,US TREASURY N/B,4044.20679,94.3828125,3.5169861,3.5169861,2.396100104,-1.063657339,Treasury,0.069875564
T 1 ⅛ 08/31/28,US TREASURY N/B,3784.201528,93.2890625,3.522753046,3.522753046,2.875176652,0.549159277,Treasury,0.097740557
T 1 ⅛ 10/31/26,US TREASURY N/B,4517.822511,97.10546875,3.7445665,3.7445665,1.111090554,2.121909359,Treasury,0.017817182
T 1 ⅜ 08/15/50,US TREASURY N/B,-1354.301273,50.234375,4.8298888,4.8298888,19.43565842,-1.516054454,Treasury,4.252647387
T 1 ⅜ 08/31/26,US TREASURY N/B,59.10100357,97.74609375,3.7568824,3.7568824,0.95247138,-0.793413916,Treasury,0.013729215
T 1 ⅝ 09/30/26,US TREASURY N/B,1418.507317,97.83984375,3.73213972,3.73213972,1.023533957,-0.952748394,Treasury,0.015591103
T 1 ⅝ 10/31/26,US TREASURY N/B,1493.479641,97.6796875,3.723947018,3.723947018,1.107570478,0.03060822,Treasury,0.01775139
T 1 ⅝ 11/15/50,US TREASURY N/B,-1667.549089,53.625,4.8267892,4.8267892,18.75719389,-0.418376546,Treasury,4.09797419
T 1 ⅝ 11/30/26,US TREASURY N/B,1718.701402,97.5625,3.6827968,3.6827968,1.18910716,-2.118348859,Treasury,0.020020136
T 1 ⅞ 02/15/51,US TREASURY N/B,-2243.035871,57.09375,4.8203885,4.8203885,18.43368387,0.192582101,Treasury,4.021739123
T 1 ⅞ 02/28/27,US TREASURY N/B,3357.163485,97.48046875,3.647810786,3.647810786,1.431030906,0.817762927,Treasury,0.027655119
T 1 ⅞ 06/30/26,US TREASURY N/B,90.51658186,98.48828125,3.7984062,3.7984062,0.78912559,-0.919836326,Treasury,0.010031429
T 1 ⅞ 07/31/26,US TREASURY N/B,144.7010984,98.34765625,3.781707371,3.781707371,0.871845347,-0.335361241,Treasury,0.011804853
T 1 ⅞ 11/15/51,US TREASURY N/B,-2239.973064,56.53125,4.812841548,4.812841548,18.56897512,-0.332757337,Treasury,4.155554398
T 2 02/15/50,US TREASURY N/B,-1406.157986,59.796875,4.8172506,4.8172506,17.79054657,0.224638787,Treasury,3.730424774
T 2 08/15/51,US TREASURY N/B,-2636.204072,58.5625,4.8148129,4.8148129,18.36089918,0.382692992,Treasury,4.05462023
T 2 11/15/26,US TREASURY N/B,4057.23888,98.03125,3.719858986,3.719858986,1.145551674,0.421932976,Treasury,0.018795972
T 2 ¼ 02/15/27,US TREASURY N/B,3357.163485,98.07421875,3.644051238,3.644051238,1.393270642,-2.138744176,Treasury,0.026189767
T 2 ¼ 02/15/52,US TREASURY N/B,-471.790952,62.015625,4.802135838,4.802135838,18.06107415,0.219311676,Treasury,4.015183587
T 2 ¼ 08/15/27,US TREASURY N/B,4267.476727,97.5625,3.567943528,3.567943528,1.861519115,0.606066197,Treasury,0.044207657
T 2 ¼ 08/15/49,US TREASURY N/B,-776.5885346,63.84375,4.809849677,4.809849677,17.14833814,0.593966486,Treasury,3.501541814
T 2 ¼ 11/15/27,US TREASURY N/B,2987.27931,97.3046875,3.544970027,3.544970027,2.084894514,-0.056531676,Treasury,0.054563663
T 2 ½ 02/15/45,US TREASURY N/B,-0.153668786,71.6875,4.7469879,4.7469879,14.83469124,-1.237968502,Treasury,2.513130993
T 2 ½ 02/15/46,US TREASURY N/B,-842.9038372,70.609375,4.7667326,4.7667326,15.3137189,-1.043679651,Treasury,2.707805293
T 2 ½ 03/31/27,US TREASURY N/B,2313.778031,98.30859375,3.628044682,3.628044682,1.49239554,-0.097373206,Treasury,0.029939578
T 2 ½ 05/15/46,US TREASURY N/B,-840.831937,70.359375,4.7701439,4.7701439,15.29009973,-0.890055232,Treasury,2.732610821
T 2 ¾ 02/15/28,US TREASURY N/B,3907.881538,98.1953125,3.531090862,3.531090862,2.32046326,-0.696648856,Treasury,0.066201299
T 2 ¾ 04/30/27,US TREASURY N/B,3498.062922,98.63671875,3.6127794,3.6127794,1.570325628,0.403058968,Treasury,0.032786605
T 2 ¾ 07/31/27,US TREASURY N/B,2346.104461,98.49609375,3.5794698,3.5794698,1.815204618,1.102837142,Treasury,0.042318306
T 2 ¾ 08/15/47,US TREASURY N/B,-278.0302176,72.578125,4.782165937,4.782165937,15.64823538,0.308365416,Treasury,2.920142703
T 2 ¾ 11/15/47,US TREASURY N/B,-652.3755149,72.390625,4.78295138,4.78295138,15.60165187,0.27903168,Treasury,2.939808959
T 2 ⅛ 05/31/26,US TREASURY N/B,173.4368748,98.79296875,3.834085681,3.834085681,0.707913361,-0.33766591,Treasury,0.008407549
T 2 ⅜ 05/15/51,US TREASURY N/B,-103.1712419,64.375,4.8041185,4.8041185,17.41941927,0.896864756,Treasury,3.762693955
T 2 ⅜ 11/15/49,US TREASURY N/B,-170.2157104,65.4375,4.807844808,4.807844808,16.88753474,0.971389592,Treasury,3.464852421
T 2 ⅝ 05/31/27,US TREASURY N/B,4681.230643,98.37890625,3.602991539,3.602991539,1.656009505,0.523270188,Treasury,0.03585289
T 2 ⅞ 05/15/28,US TREASURY N/B,3967.125558,98.3515625,3.524001427,3.524001427,2.525016172,-0.081624569,Treasury,0.078175543
T 2 ⅞ 05/15/49,US TREASURY N/B,-386.142766,73.03125,4.791634536,4.791634536,15.99610541,1.410135251,Treasury,3.174841897
T 2 ⅞ 05/15/52,US TREASURY N/B,-387.5231842,71.40625,4.7831643,4.7831643,16.97998281,0.72485345,Treasury,3.72179151
T 2 ⅞ 08/15/28,US TREASURY N/B,3784.201528,98.21875,3.519737109,3.519737109,2.771873811,-0.018021485,Treasury,0.09241798
T 2 ⅞ 08/15/45,US TREASURY N/B,-121.5870376,76.015625,4.7496759,4.7496759,14.65183926,-0.281130665,Treasury,2.512983324
T 2 ⅞ 11/15/46,US TREASURY N/B,-484.3248356,74.953125,4.765813305,4.765813305,15.05330422,-0.286405153,Treasury,2.718362077
T 3 02/15/47,US TREASURY N/B,-430.9959565,76.453125,4.765579795,4.765579795,15.16162733,-0.039447423,Treasury,2.756125533
T 3 02/15/48,US TREASURY N/B,-742.2216754,75.65625,4.780956478,4.780956478,15.54741514,0.963324743,Treasury,2.937027922
T 3 02/15/49,US TREASURY N/B,-836.3868862,74.984375,4.787520969,4.787520969,15.91415634,1.377290872,Treasury,3.118634673
T 3 08/15/48,US TREASURY N/B,-967.3087077,75.3125,4.784639011,4.784639011,15.73276192,1.195282469,Treasury,3.027874108
T 3 08/15/52,US TREASURY N/B,-485.5006204,73.203125,4.779363875,4.779363875,17.05881598,0.722473216,Treasury,3.751690055
T 3 11/15/44,US TREASURY N/B,-2.781974991,78.359375,4.7283384,4.7283384,14.04682633,-0.288337901,Treasury,2.326028574
T 3 ¼ 06/30/27,US TREASURY N/B,2963.394374,99.4296875,3.577225477,3.577225477,1.727192321,-0.487400481,Treasury,0.038779762
T 3 ½ 01/31/28,US TREASURY N/B,2840.967517,99.9375,3.526349435,3.526349435,2.263761699,-1.390256178,Treasury,0.063549069
T 3 ½ 04/30/28,US TREASURY N/B,2076.492472,99.9453125,3.5206596,3.5206596,2.464609604,-0.577754572,Treasury,0.075187137
T 3 ½ 09/30/26,US TREASURY N/B,1881.154137,99.75390625,3.738604062,3.738604062,1.010358688,-0.398823145,Treasury,0.015360465
T 3 ¾ 04/15/28,US TREASURY N/B,1186.635286,100.5625,3.520307091,3.520307091,2.416346721,-1.020478157,Treasury,0.072613951
T 3 ¾ 04/30/27,US TREASURY N/B,2387.705865,100.2265625,3.604238511,3.604238511,1.556934967,-0.560496869,Treasury,0.0324439
T 3 ¾ 05/15/28,US TREASURY N/B,3687.038193,100.6015625,3.511309855,3.511309855,2.497147179,-1.464400266,Treasury,0.077073517
T 3 ¾ 06/30/27,US TREASURY N/B,1825.582828,100.2890625,3.58085011,3.58085011,1.720507384,-0.186474714,Treasury,0.038585448
T 3 ¾ 08/15/27,US TREASURY N/B,4273.123536,100.3359375,3.567186611,3.567186611,1.841242645,0.333690155,Treasury,0.043567772
T 3 ¾ 08/31/26,US TREASURY N/B,59.10100357,100,3.7490422,3.7490422,0.946843926,-1.647746083,Treasury,0.013622557
T 3 ⅛ 05/15/48,US TREASURY N/B,-905.7438014,77.265625,4.777173669,4.777173669,15.34564098,1.057119838,Treasury,2.916798831
T 3 ⅛ 08/15/44,US TREASURY N/B,-0.725845685,80.25,4.71341264,4.71341264,13.94825854,-0.631809484,Treasury,2.278306643
T 3 ⅛ 08/31/27,US TREASURY N/B,3296.389657,99.17578125,3.561056149,3.561056149,1.891293975,0.366281304,Treasury,0.045622907
T 3 ⅜ 05/15/44,US TREASURY N/B,-2.262146192,83.625,4.701469962,4.701469962,13.47538362,0.025441697,Treasury,2.165487462
T 3 ⅜ 09/15/27,US TREASURY N/B,4009.522932,99.6796875,3.5410139,3.5410139,1.895957721,-1.194405287,Treasury,0.046483624
T 3 ⅜ 11/15/48,US TREASURY N/B,-931.7872575,80.484375,4.775982802,4.775982802,15.25373396,1.663417536,Treasury,2.932769165
T 3 ⅝ 02/15/53,US TREASURY N/B,-872.6482928,82.78125,4.754992883,4.754992883,16.48401379,0.06142104,Treasury,3.608934772
T 3 ⅝ 03/31/28,US TREASURY N/B,3169.369859,100.265625,3.514738778,3.514738778,2.380069141,-1.678554647,Treasury,0.070634096
T 3 ⅝ 05/15/53,US TREASURY N/B,-1253.356872,82.6875,4.756106702,4.756106702,16.36954055,0.263222546,Treasury,3.609944091
T 3 ⅝ 05/31/28,US TREASURY N/B,2631.109485,100.28125,3.514210194,3.514210194,2.543864573,-1.259440859,Treasury,0.07951254
T 3 ⅝ 08/15/28,US TREASURY N/B,3074.654217,100.328125,3.505468932,3.505468932,2.747968223,-1.537435048,Treasury,0.09135574
T 3 ⅝ 08/31/27,US TREASURY N/B,2365.106906,100.140625,3.5501073,3.5501073,1.884706143,-0.787447626,Treasury,0.045412003
T 3 ⅞ 03/15/28,US TREASURY N/B,1901.621915,100.890625,3.5015764,3.5015764,2.329537808,-2.777681579,Treasury,0.068254772
T 3 ⅞ 03/31/27,US TREASURY N/B,4437.117802,100.3710938,3.626218062,3.626218062,1.473807081,-0.406480774,Treasury,0.029494505
T 3 ⅞ 05/31/27,US TREASURY N/B,3791.233957,100.4492188,3.6009337,3.6009337,1.639172429,0.173155903,Treasury,0.035394251
T 3 ⅞ 06/15/28,US TREASURY N/B,2434.153421,100.9609375,3.5053647,3.5053647,2.576424524,-2.060861112,Treasury,0.081462799
T 3 ⅞ 07/15/28,US TREASURY N/B,2660.064475,100.96875,3.512883582,3.512883582,2.65690795,-0.99148875,Treasury,0.086119799
T 3 ⅞ 10/15/27,US TREASURY N/B,3991.066763,100.65625,3.545984689,3.545984689,1.965784487,-0.390171183,Treasury,0.049664056
T 3 ⅞ 11/30/27,US TREASURY N/B,2877.791935,100.71875,3.533739053,3.533739053,2.089410711,-1.071202068,Treasury,0.055290927
T 3 ⅞ 12/31/27,US TREASURY N/B,2864.531252,100.7578125,3.5278619,3.5278619,2.172565834,-1.559358522,Treasury,0.059175256
T 4 01/15/27,US TREASURY N/B,6733.783082,100.421875,3.6726947,3.6726947,1.29710872,-1.025251367,Treasury,0.023269935
T 4 02/29/28,US TREASURY N/B,2882.415355,101.125,3.5205044,3.5205044,2.330882801,-1.0634425,Treasury,0.067337916
T 4 06/30/28,US TREASURY N/B,2129.868125,101.296875,3.508818266,3.508818266,2.61287283,-1.494992213,Treasury,0.083648509
T 4 11/15/52,US TREASURY N/B,-1011.111893,88.640625,4.74802756,4.74802756,15.8743838,0.388346413,Treasury,3.414768213
T 4 12/15/27,US TREASURY N/B,3863.725764,101.03125,3.5197533,3.5197533,2.127174721,-2.315128326,Treasury,0.057105989
T 4 ¼ 01/15/28,US TREASURY N/B,3833.09326,101.59375,3.534078205,3.534078205,2.204809415,-0.852526165,Treasury,0.060837433
T 4 ¼ 02/15/28,US TREASURY N/B,4010.307179,101.6796875,3.5215495,3.5215495,2.288081076,-1.836376057,Treasury,0.064972117
T 4 ¼ 02/15/54,US TREASURY N/B,-1171.706343,92.453125,4.735599085,4.735599085,16.17266575,-0.444774789,Treasury,3.577989269
T 4 ¼ 03/15/27,US TREASURY N/B,6362.267112,100.8984375,3.634220105,3.634220105,1.425569336,0.087992297,Treasury,0.028009787
T 4 ¼ 08/15/54,US TREASURY N/B,-1234.89974,92.40625,4.734531031,4.734531031,16.29783884,-0.563445861,Treasury,3.654026978
T 4 ¼ 11/30/26,US TREASURY N/B,4317.397709,100.6328125,3.7111614,3.7111614,1.170748669,0.529212196,Treasury,0.019636686
T 4 ¼ 12/31/26,US TREASURY N/B,1518.897902,100.6992188,3.692322025,3.692322025,1.254728611,0.06558704,Treasury,0.02201314
T 4 ½ 04/15/27,US TREASURY N/B,4664.083896,101.3554688,3.616081005,3.616081005,1.506373067,-0.663074513,Treasury,0.03069504
T 4 ½ 05/15/27,US TREASURY N/B,5266.385206,101.4335938,3.609657414,3.609657414,1.587743385,0.585116463,Treasury,0.033642323
T 4 ½ 07/15/26,US TREASURY N/B,92.53170851,100.5859375,3.7835276,3.7835276,0.823102093,-1.435923032,Treasury,0.010770928
T 4 ½ 11/15/54,US TREASURY N/B,-834.8610995,96.40625,4.72791431,4.72791431,15.97390808,-0.728261138,Treasury,3.581502312
T 4 ¾ 02/15/45,US TREASURY N/B,-0.484690276,100.96875,4.6733198,4.6733198,12.97902977,-0.239548698,Treasury,2.096302567
T 4 ¾ 05/15/55,US TREASURY N/B,-1101.07022,100.390625,4.724986267,4.724986267,15.90364701,-0.578585026,Treasury,3.588546662
T 4 ¾ 08/15/55,US TREASURY N/B,-411.9262523,100.421875,4.723316799,4.723316799,16.15282711,-0.835117242,Treasury,3.667281663
T 4 ¾ 11/15/53,US TREASURY N/B,-1204.688855,100.375,4.725373809,4.725373809,15.5423394,-0.360499105,Treasury,3.373182633
T 4 ⅛ 01/31/27,US TREASURY N/B,2496.97051,100.5976563,3.677147449,3.677147449,1.339512955,0.262781205,Treasury,0.024579932
T 4 ⅛ 02/15/27,US TREASURY N/B,4476.328955,100.6328125,3.664888917,3.664888917,1.380166528,-0.207564721,Treasury,0.025863559
T 4 ⅛ 06/15/26,US TREASURY N/B,130.7874636,100.2265625,3.814096343,3.814096343,0.743576192,-1.190548746,Treasury,0.00911753
T 4 ⅛ 07/31/28,US TREASURY N/B,3711.889078,101.65625,3.515852895,3.515852895,2.692058628,-0.639956596,Treasury,0.088280767
T 4 ⅛ 08/15/53,US TREASURY N/B,-1358.023466,90.515625,4.740918212,4.740918212,16.14686957,-0.106879551,Treasury,3.535759234
T 4 ⅛ 09/30/27,US TREASURY N/B,3041.838952,101.1328125,3.547546446,3.547546446,1.920196548,-0.449098859,Treasury,0.047734739
T 4 ⅛ 10/31/26,US TREASURY N/B,2618.989418,100.4296875,3.732564104,3.732564104,1.090136712,0.738310012,Treasury,0.017417716
T 4 ⅛ 10/31/27,US TREASURY N/B,2958.801433,101.171875,3.549345128,3.549345128,2.003323754,-0.00869562,Treasury,0.051378014
T 4 ⅛ 11/15/27,US TREASURY N/B,3882.14442,101.21875,3.537013261,3.537013261,2.043737529,-1.100967874,Treasury,0.053203603
T 4 ⅜ 07/15/27,US TREASURY N/B,4105.957117,101.4023438,3.580463127,3.580463127,1.751712524,0.339711716,Treasury,0.039932614
T 4 ⅜ 07/31/26,US TREASURY N/B,205.5757417,100.5117188,3.779882216,3.779882216,0.865987352,-0.626208605,Treasury,0.011702602
T 4 ⅜ 08/15/26,US TREASURY N/B,1.115998005,100.5546875,3.759339936,3.759339936,0.905166305,-1.632078258,Treasury,0.012606868
T 4 ⅜ 08/31/28,US TREASURY N/B,2838.128287,102.4140625,3.512244252,3.512244252,2.767162298,-0.869456687,Treasury,0.092849671
T 4 ⅜ 12/15/26,US TREASURY N/B,3894.51418,100.828125,3.693420041,3.693420041,1.210637368,-0.384075786,Treasury,0.020776698
T 4 ⅝ 02/15/55,US TREASURY N/B,-1037.658245,98.390625,4.7266098,4.7266098,16.12522563,-0.698012849,Treasury,3.626566814
T 4 ⅝ 05/15/54,US TREASURY N/B,-1200.419497,98.390625,4.727674345,4.727674345,15.75542633,-0.410538609,Treasury,3.475887974
T 4 ⅝ 06/15/27,US TREASURY N/B,1058.160705,101.75,3.5883406,3.5883406,1.669650949,-0.463289219,Treasury,0.036656878
T 4 ⅝ 09/15/26,US TREASURY N/B,59.10100357,100.8867188,3.724854731,3.724854731,0.962157271,-2.912426414,Treasury,0.014240883
T 4 ⅝ 10/15/26,US TREASURY N/B,3630.482181,100.9609375,3.7187158,3.7187158,1.043572147,-1.438150083,Treasury,0.016252131
T 4 ⅝ 11/15/26,US TREASURY N/B,3797.939323,101.0195313,3.729029892,3.729029892,1.127475924,1.164718246,Treasury,0.018435449
T 4 ⅞ 05/31/26,US TREASURY N/B,81.90393759,100.7226563,3.841480927,3.841480927,0.701443974,0.304451223,Treasury,0.008316138
T 6 ¾ 08/15/26,US TREASURY N/B,168.3152411,102.5820313,3.889871625,3.889871625,0.89928238,11.32711829,Treasury,0.012493551
TALO 9 02/01/29,TALOS PRODUCTION,-8.892140657,102.3641656,8.182441339,7.88912416,1.931084505,398.842831,Corporate,0.102358949
TALO 9 ⅜ 02/01/31,TALOS PRODUCTION,-9.16736118,102.568116,8.763141221,8.48216183,2.860407521,438.7976354,Corporate,0.216738825
TCN 6 ⅝ 10/15/55,TELUS CORP,-9.56239379,102.1475808,6.462205904,6.1086584,4.170286957,243.9106898,Corporate,0.218241774
TCN 7 10/15/55,TELUS CORP,-11.68862426,103.1160274,6.756500732,6.5663433,7.139208339,251.3803868,Corporate,0.651532961
TDG 4 ⅝ 01/15/29,TRANSDIGM INC,-18.66898072,97.94448168,5.301158134,5.301158134,2.149822767,149.221068,Corporate,0.111085098
TDG 4 ⅞ 05/01/29,TRANSDIGM INC,-11.71640677,98.35478261,5.376459187,5.376459187,2.066544633,145.130286,Corporate,0.127033006
TDG 6 01/15/33,TRANSDIGM INC,-22.16610458,101.4330813,5.758888362,5.59610351,3.864773006,135.0747629,Corporate,0.407687285
TDG 6 ¼ 01/31/34,TRANSDIGM INC,-7.571603073,102.906381,5.807432385,5.57392279,4.634031861,132.9900638,Corporate,0.51451391
TDG 6 ¾ 01/31/34,TRANSDIGM INC,-13.4641005,103.4128891,6.221664052,5.94844254,4.55453176,170.2041992,Corporate,0.500830547
TDG 6 ¾ 08/15/28,TRANSDIGM INC,-31.3178381,102.2557065,5.8983709,5.09138668,0.765331644,92.26458803,Corporate,0.084952952
TDG 6 ⅜ 03/01/29,TRANSDIGM INC,-40.50603616,102.5916691,5.54412876,5.24393788,1.700599085,133.2615949,Corporate,0.115694829
TDG 6 ⅜ 05/31/33,TRANSDIGM INC,-39.57098095,101.749644,6.085308107,5.94118983,4.396767566,172.6300242,Corporate,0.438118147
TDG 6 ⅝ 03/01/32,TRANSDIGM INC,-31.6138955,103.1324607,6.032985821,5.61943426,2.985575937,144.3312626,Corporate,0.331133181
TDG 6 ⅞ 12/15/30,TRANSDIGM INC,-21.57398977,103.8696822,6.003856567,5.43168619,1.981059642,126.5339964,Corporate,0.229060973
TDG 7 ⅛ 12/01/31,TRANSDIGM INC,-15.0346807,104.4517968,6.248140579,5.59302585,2.297840828,132.3114066,Corporate,0.299550917
TENINC 8 11/17/28,TENNECO INC,-27.97438626,100.7299976,7.71719036,7.35321307,1.438532681,318.1765962,Corporate,0.094636397
TEP 5 ½ 01/15/28,TALLGRASS NRG,-11.14686525,99.58360745,5.688245226,5.688245226,1.023725354,154.3196792,Corporate,0.058538216
TEP 6 03/01/27,TALLGRASS NRG,-3.899970302,100.0485444,5.229790524,5.229790524,0.07835544,135.3060271,Corporate,0.000339735
TEP 6 09/01/31,TALLGRASS NRG,-6.860544374,97.64968731,6.480211388,6.480211388,3.871612904,249.3715478,Corporate,0.292280678
TEP 6 12/31/30,TALLGRASS NRG,-10.44275218,98.37784815,6.362532341,6.362532341,3.337388145,237.7026435,Corporate,0.236773868
TEP 6 ¾ 03/15/34,TALLGRASS NRG,-2.886776771,100.0766125,6.737589741,6.73251997,5.260670459,244.6934668,Corporate,0.508482839
TEP 7 ⅜ 02/15/29,TALLGRASS NRG,-11.79020407,102.8444025,6.435463474,6.09523312,1.714796474,217.4845953,Corporate,0.109719415
TERP 4 ¾ 01/15/30,TERRAFORM POWER,-10.1284625,96.69073884,5.616709307,5.616709307,3.220389128,186.0087728,Corporate,0.175070529
TERP 5 01/31/28,TERRAFORM POWER,-10.19878699,99.24126665,5.339950071,5.339950071,2.006367142,167.900929,Corporate,0.061184572
TEVA 3.15 10/01/26,TEVA PHARMACEUCI,-16.64953929,98.45714708,4.659127026,4.659127026,1.010711766,92.16293197,Corporate,0.015327617
TEVA 4 ¾ 05/09/27,TEVA PHARMACEUTI,-9.92530287,99.68293749,4.946795152,4.946795152,1.433062948,125.5479398,Corporate,0.032521114
TEVA 5 ¾ 12/01/30,TEVA PHARMACEUCI,-10.41757428,102.9766951,5.091885443,5.06505672,4.325523998,139.9234529,Corporate,0.23554227
TEVA 5 ⅛ 05/09/29,TEVA PHARMACEUTI,-13.73671641,100.620112,4.935831708,4.92534527,3.143822611,133.3450298,Corporate,0.128533667
TEVA 6 12/01/32,TEVA PHARMACEUTI,-7.792994976,103.4570534,5.413708036,5.39800979,5.697657916,155.4749308,Corporate,0.403690469
TEVA 6 ¾ 03/01/28,TEVA PHARMACEUTI,-17.56462582,103.8229243,5.08572991,4.91856384,2.087646584,134.8705786,Corporate,0.064243653
TEVA 7 ⅞ 09/15/29,TEVA PHARMACEUTI,-0.109393646,109.3351474,5.26418136,5.11932416,3.188436442,154.7804513,Corporate,0.14037939
TEVA 8 ⅛ 09/15/31,TEVA PHARMACEUTI,-7.483046312,114.29512,5.316307449,5.22258002,4.562603267,151.828189,Corporate,0.276187486
TEX 5 05/15/29,TEREX CORP,-8.785351622,98.52480045,5.445374706,5.445374706,2.014788494,147.5799265,Corporate,0.129170179
TEX 6 ¼ 10/15/32,TEREX CORP,-10.57558732,101.68197,5.954696373,5.78112985,3.851657569,158.5588541,Corporate,0.381592064
TFX 4 ¼ 06/01/28,TELEFLEX INC,-7.056758374,98.3872096,4.886804601,4.886804601,1.814516453,112.7711333,Corporate,0.07769562
TFX 4 ⅝ 11/15/27,TELEFLEX INC,-7.22258525,99.36720607,4.931457847,4.931457847,1.122880098,98.80245938,Corporate,0.052077692
TGNA 4 ⅝ 03/15/28,TEGNA INC,-12.80687042,99.02650332,5.041826544,5.041826544,1.427656045,116.6544704,Corporate,0.066278603
TGNA 5 09/15/29,TEGNA INC,-13.93206221,100.0164468,4.99519482,4.99087354,2.079293845,91.8609058,Corporate,0.150136002
THC 4 ¼ 06/01/29,TENET HEALTHCARE,-19.93134867,97.87433302,4.879107231,4.879107231,2.371841386,104.8145151,Corporate,0.135283358
THC 4 ⅜ 01/15/30,TENET HEALTHCARE,-21.19805763,97.38061499,5.05218144,5.05218144,2.898225099,120.6728814,Corporate,0.177896446
THC 4 ⅝ 06/15/28,TENET HEALTHCARE,-9.118741781,99.12437437,4.965187793,4.965187793,1.392445955,99.84529002,Corporate,0.079226919
THC 5 ⅛ 11/01/27,TENET HEALTHCARE,-19.81414119,99.94502786,5.149131013,5.149131013,0.698853129,68.45250753,Corporate,0.04996637
THC 6 ¼ 02/01/27,TENET HEALTHCARE,-18.88863622,100.0286,6.222062041,5.47592922,0.037653936,134.6482312,Corporate,0.02371458
